10.17,2940,4.93,0.33,0.16,0.33,0.05,124.69,0.07
12.16,5946,4.3,0.05,0.02,1.14,0.17,4.41,0
10.4,6076,4.47,0.06,0.21,1.12,0.53,4.47,0.07
9.59,4624,4.15,0.05,0.26,0.86,,4.89,0.27
12.84,4642,4.53,0.04,-0.26,0.76,,3.21,0
10.62,5653,4.07,0.04,0.41,1.32,0.85,2.92,0.01
10.62,5653,4.07,1.19,0.41,1.32,14.28,446.27,0.66
9.98,6845,4.62,0.06,0.17,1.35,2.2,4.63,0.1
12.16,5568,4.38,0.1,0.22,1.01,1.95,10.86,0.19
10.8,6158,4.34,0.04,0.17,1.22,4.19,2.78,0.04
10.54,5332,4.45,0.09,0.05,0.86,0.53,10.34,0.35
10.54,5332,4.45,2.75,0.05,0.86,1.4,1798,0.1
12.76,4803,4.57,0.06,0.1,0.77,0.18,5.51,0.11
12.9,4990,4.54,0.05,0.23,0.84,0.29,4.01,0.07
8.71,6414,4.18,0.07,0.04,1.34,8.74,5.63,0.52
11.34,4502,4.32,0.04,0.12,0.77,7.25,2.88,0.02
11.46,5588,4.33,0.05,0.01,0.95,4.06,4.12,0.23
9.73,5351,4.22,0.04,0.28,1.07,2.15,3.21,0.02
11.94,5924,4.28,0.02,0.16,1.13,2.09,1.21,0.11
11.82,6470,4.33,0.05,-0.41,1.1,0.69,3.36,0.07
13.19,5500,4.48,0.05,0.31,1.01,0.57,3.65,0.03
11.74,5011,4.31,0.05,0.01,0.81,,4.23,0.12
13.03,5680,4.36,0.04,0.12,1.02,0.63,3.26,0.05
11.9,6087,4.34,0.07,0.21,1.21,0.78,5.72,0.1
11.86,5185,4.51,0.04,0.27,0.9,0.59,2.9,0
11.66,6065,4.26,0.06,0.15,1.22,2.17,5.01,0.25
11.29,6207,4.33,0.03,-0.04,1.16,0.94,2.15,0.16
11.89,6446,4.15,0.05,0.07,1.38,0.76,3.47,0.15
10.16,6509,4.24,0.07,0.08,1.36,3.33,5.45,0.44
12.46,6178,4.4,0.05,0.12,1.16,1.05,3.65,0.03
12.26,5560,4.37,0.02,0.26,1.02,1.83,1.33,0.06
13.23,5500,4.52,0.04,0.03,0.93,1.17,2.8,0.06
12.56,5330,4.45,0.05,0.06,0.89,0.27,4.64,0.07
11.42,6745,4.39,0.05,-0.21,1.28,0.6,3.54,
11.2,6054,4.17,0.04,0.35,1.36,0.68,3.06,0
11.7,6080,3.93,0.06,0.22,1.51,0.62,4.46,
11.09,6479,4.39,0.04,0.13,1.28,0.8,2.69,
12.17,5903,4.29,0.06,0.34,1.23,0.98,4.64,0
13.36,5645,4.37,0.04,0.23,1.05,0.66,3.33,0
13.21,5295,4.43,0.05,0.33,0.94,0.39,4.3,0.07
13.21,5295,4.43,0.7,0.33,0.94,1.6,219.9,
12.79,6330,4.3,0.05,0.07,1.26,0.89,3.13,0.05
11.94,6421,4.53,0.06,0.16,1.25,0.49,4.46,0.12
11.94,6421,4.53,0.39,0.16,1.25,2,77.7,
10.21,6820,4.1,0.04,0.07,1.51,1.73,2.69,0
12,5960,4.39,0.04,0.24,1.16,1.06,2.79,0
11.76,6280,4.07,0.05,-0.18,1.28,1.36,3.12,0.12
13.44,5449,4.39,0.05,0.27,1.04,0.31,4.22,0.12
14.07,5131,4.48,0.04,0.28,0.93,0.82,2.75,0.05
13.73,5956,4.31,0.03,0,1.14,1.49,1.96,0.13
13.51,4390,4.67,0.04,-0.13,0.65,0.76,3.8,0.07
13.21,5808,4.43,0.05,-0.03,1.05,0.58,3.59,0.14
10.91,6566,4.24,0.04,-0.08,1.31,2.2,2.79,0.25
10.47,7500,4.25,0.04,-0.25,1.51,1.85,2.47,0
10.5,6855,4.69,0.05,-0.08,1.26,1.06,3.85,0
13.15,5835,4.18,0.04,0.1,1.18,0.53,2.61,0.3
13,6002,3.96,0.04,0.04,1.33,0.78,2.97,0
10.69,6406,3.85,0.07,-0.08,1.5,0.34,4.81,0.24
10.5,6525,4.09,0.04,0.31,1.64,1.74,2.2,0
10.17,6550,4.8,0.04,0.07,1.18,1.34,3.08,0
,6350,4.29,0.05,0.12,1.28,0.67,3.92,0
12.05,5969,4.39,0.04,-0.04,1.06,1.86,3.45,0.12
13.1,5880,4.39,0.04,0.15,1.13,0.53,3.31,0.5
14,6060,4.12,0.05,-0.39,1.14,0.85,3.62,0.34
12.76,6408,3.92,0.05,-0.1,1.44,2.4,3.14,0.09
13.89,5523,4.52,0.04,0.05,0.98,0.54,3.04,0.18
13.79,5346,4.48,0.04,0.33,1,1.07,2.77,0.14
14.77,5311,4.45,0.03,0,0.92,2.17,1.75,0
13.83,5738,4.24,0.04,0.1,1.13,3.27,2.69,0
12.4,5846,4.42,0.13,0.3,1.15,1.34,16.25,0.03
14,5600,4.44,0.02,0.28,1.07,1.98,0.84,0.17
13,5896,4.07,0.06,0.24,1.3,0.43,4.57,0.3
13.56,5227,4.44,0.02,0.15,0.88,1.35,1.35,0
13.77,5406,4.5,0.05,0.03,0.95,0.27,3.8,0.5
12.2,5695,4.45,0.05,0.3,1.1,0.33,3.55,0
13.46,4803,4.64,0.05,0,0.76,2.74,4.72,0.08
13.9,5780,4.33,0.03,0.28,1.15,1.47,2.16,0.11
12.8,6346,4.38,0.03,0,1.22,2.44,1.35,0.24
13.1,5715,4.35,0.05,0.02,1.06,0.61,4.3,0.09
12.96,6071,3.94,0.05,-0.02,1.35,0.65,3.3,0.12
12.8,6438,4.11,0.06,0.09,1.39,0.53,4.64,0.29
,5498,4.48,0.04,0.01,0.97,0.67,3.18,0.1
12.6,5670,4.39,0.05,0.16,1.07,0.65,4.61,0.08
11.44,6325,4.08,0.05,-0.14,1.3,1.07,3.55,
12.19,5943,4.42,0.04,0.06,1.12,0.71,3.17,0.05
13.1,6050,4,0.05,0,1.31,0.88,3.38,0.23
14.38,5700,4.4,0.04,0.39,1.14,0.92,2.81,0.47
11.9,5659,4.45,0.04,0.29,1.09,1.19,2.55,0.08
13.85,5380,4.43,0.03,0.25,1,0.94,2.11,0
12.56,6300,4.24,0.03,0.21,1.32,1.22,1.82,0
13.5,5403,4.51,0.04,0.43,1,1.32,2.52,0.01
12.63,5383,4.41,0.05,0.08,0.98,0.24,4.76,0.02
15.2,3770,4.69,0.04,0.2,0.62,0.32,3.33,
13.34,4985,4.54,0.04,0.25,0.87,0.12,3.19,0
14.03,5679,4.39,0.05,0.21,1.09,0.14,3.58,0.38
13.3,5336,4.1,0.03,0.34,1.12,0.84,1.92,0.13
6.45,4891,2.79,0.76,0.07,2.1,1.7,157.57,0.09
8.42,5536,4.33,1.03,0.25,1,1.16,383.7,0.36
7.33,5911,4.39,0.06,0.08,1.05,0.04,5.76,0.05
7.33,5911,4.39,0.13,0.08,1.05,0.04,16.36,0.09
7.33,5911,4.39,0.27,0.08,1.05,0.08,49.75,0.03
7.33,5911,4.39,0.49,0.08,1.05,0.08,122.76,0.14
7.33,5911,4.39,1.42,0.08,1.05,0.07,601.2,0.19
7.33,5911,4.39,3.4,0.08,1.05,0.2,2222,0.08
8.21,5083,4.35,0.3,0.16,0.84,0.3,70.46,0.11
7.47,5657,4.31,0.15,0.28,1.05,0.17,20.67,0.11
8.05,5291,4.45,0.05,0.05,0.85,0.45,4.11,0
8.71,4807,2.57,0.61,-0.38,1.1,5.9,127.58,0.05
8.71,4807,2.57,1.57,-0.38,1.1,2.6,520,0.68
8.04,4745,2.96,2.01,0.05,1.3,5.9,778.1,0.21
4.89,5629,4.44,0.46,-0.29,0.86,0.05,122.1,0.34
8,5010,3.31,0.08,0.12,1.5,0.96,6.5,0.05
9.41,5250,4.45,0.25,0.22,0.87,0.1,47.84,0
9.49,5017,4.43,0.05,-0.02,0.85,0.62,4.56,0.09
7.12,6732,4.81,0.07,0.29,1.35,0.37,5.89,0.09
7.93,4888,4.35,0.26,-0.04,0.77,0.19,55.81,0
7.84,5034,3.5,2.34,0.11,1.33,2.1,1043,0.11
5.79,4819,2.96,0.95,-0.35,1.04,8.3,199.51,0.09
7.36,5834,4.22,2.7,-0.03,1.06,32.9,1600,0.47
7.73,5601,3.72,4.3,0.06,1.33,11,2890,0.4
9,6290,4.29,0.09,-0.24,1.17,0.03,9.55,0.3
9,6290,4.29,0.15,-0.24,1.17,0.06,21.06,0.23
5.52,6218,4.62,2.03,0,1.06,0.93,1003,0.1
7.35,5380,4.37,4.59,0.03,0.88,9.61,3630,0.57
6.29,5641,4.05,2.16,0.14,1.14,6.83,1076.4,0.1
8.01,5805,4.4,0.27,0.31,1.08,0.21,48.06,0.05
6.99,6260,4.47,0.1,0.18,1.18,0.26,10.9,0.53
9.36,5122,4.45,2,0.04,0.88,3.5,1129,0.85
7.89,4919,2.99,1.4,0.02,2.08,2.6,443.4,0.1
8.76,5596,4.37,1.05,0.23,1,1.36,395.4,0.07
8.76,5596,4.37,2.68,0.23,1,1.02,1605.8,0.25
8.77,5844,4.46,0.33,0.1,1.02,0.77,68.27,0.12
8.05,5783,4.28,0.08,0.1,1.06,0.05,7.85,0.25
8.05,5783,4.28,0.2,0.1,1.06,0.08,30.93,0.15
8.1,5899,4.31,0.06,0.32,1.16,0.28,5.24,0.05
4.66,4478,2.52,2.31,0.14,2.09,10.7,882.6,0.26
4.66,4478,2.52,0.64,0.14,2.09,3.1,130,0.44
7.61,5460,4.43,1.97,-0.43,0.8,6.8,1143,0.2
6,6577,4.21,0.92,0.07,1.4,2.83,324,0.46
9.06,4685,4.28,1.24,-0.17,0.74,0.36,663.2,0.14
9.06,4685,4.28,2.44,-0.17,0.74,0.93,1818,0.2
8.73,4774,4.37,1.02,-0.09,0.74,1.24,937,0.23
8.73,4774,4.37,,-0.09,0.74,1.19,1046,0.06
4.85,5729,3.97,5.16,0.19,1.26,0.48,3827,0.25
6.69,5844,4.19,2.08,-0.28,1,0.84,1135,0.32
7.3,5884,4.22,0.35,-0.7,0.89,10.98,83.92,0.34
7.57,5060,4.37,1.16,0.03,0.81,6.3,493.7,0.14
7.51,6204,4.44,2.43,0.36,1.24,3.44,1270,0.22
7.51,6204,4.44,0.64,0.36,1.24,0.82,170.46,0.42
8.04,4819,2.98,1.73,0.08,1.33,2.1,670.2,0.21
7.26,5667,4.32,3.78,0.22,1.04,2.06,2627.08,0.16
6.87,4312,1.67,1.08,-0.74,3.34,6.5,433.7,0.19
7.18,5990,4.41,0.18,0.03,1.05,0.18,25.83,0.42
7.18,5990,4.41,0.93,0.03,1.05,0.2,318,0
8.05,5890,4.1,0.07,0.3,1.29,2.14,6.13,0.29
6.3,5083,2.4,1.71,0.04,3,37.6,410.2,0.08
6.42,5372,3.99,3.16,0.14,1.08,0.62,1945,0.04
6.42,5372,3.99,0.23,0.14,1.08,0.08,37.91,0.3
4.7,5067,2.91,1.89,-0.16,2.31,6.29,711,0.4
5.91,4969,2.94,4.3,0.12,1.94,4.5,2082,0.66
7.54,6022,4.49,0.33,0.14,1.07,1.22,63.33,0.03
7.69,4958,3.74,4.1,0.31,1.19,24,2777,0.71
8.17,5920,4.65,0.3,0.05,1.06,2.98,58.83,0.07
9.03,4596,4.25,0.08,0.1,0.8,0.04,9.67,0
8.31,5913,4.43,1.37,0.24,1.09,3,502,0.46
8.31,5913,4.43,0.05,0.24,1.09,0.06,4.15,0.27
8.31,5913,4.43,4.2,0.24,1.09,7.2,3008,0.28
6.98,4835,2.18,0.54,-0.57,2.86,2.9,133.6,0.04
7.85,5638,4.37,1.81,-0.1,0.92,0.22,948.12,0.13
7.44,5702,4.33,0.83,0.36,1.09,2.3,263.6,0.38
7.44,5702,4.33,2.56,0.36,1.09,1.57,1708,0.03
8.81,5601,4.25,2.35,0.5,1.14,0.38,1244,0.41
7.51,4778,4.35,1.1,-0.03,0.75,2.18,448.6,0.25
7.51,4778,4.35,1.76,-0.03,0.75,4.19,919,0.17
8.29,4875,4.52,0.87,0.17,0.83,0.89,298.2,0.57
8.8,5646,4.28,2.9,0.37,1.09,1.6,1840,0.7
8.05,5365,4.37,0.09,-0.02,0.87,1.05,10.72,0.04
7.96,4886,3.16,2.09,0.12,1.6,2.2,883,0.16
7.57,4228,2.09,1.85,-0.5,1.08,14,471.6,0.27
8.45,5766,4.19,1.98,0.14,1.17,5.61,974,0.34
9.47,6073,4.42,2.62,-0.06,1.12,1.49,1544,0.22
8.4,5799,4.39,1.44,-0.31,1,1.43,649,0.32
8.4,5799,4.39,4.36,-0.31,1,0.48,3407,0.47
8.42,5805,4.41,,-0.28,1,2.5,6119,0.62
6.29,5966,4.43,0.04,0.14,1.07,0.04,3.27,0.4
6.29,5966,4.43,2.23,0.14,1.07,0.15,1160.9,0.75
8.26,5782,4.25,0.64,-0.74,0.93,47,201.68,0.09
6.85,5633,4.38,0.1,0.27,1.02,0.03,12.08,0.15
6.85,5633,4.38,0.3,0.27,1.02,0.04,59.52,0.29
6.85,5633,4.38,1.16,0.27,1.02,0.12,459.26,0.46
6.45,5740,4.3,0.81,0.25,1.08,1.59,258.19,0.23
6.45,5740,4.3,5.8,0.25,1.08,0.82,5000,0.12
5.65,5664,4.39,0.09,-0.34,0.87,0.02,11.58,0.18
5.65,5664,4.39,0.17,-0.34,0.87,0.04,27.58,0.16
5.65,5664,4.39,0.41,-0.34,0.87,0.03,106.72,0.43
7.88,4979,3.43,1.32,-0.09,1.31,2,464.3,0.26
8.71,5240,4.42,0.89,0.18,0.87,0.22,330,0.36
8.38,5033,4.36,0.1,-0.21,0.77,0.03,14.18,0.17
8.38,5033,4.36,0.25,-0.21,0.77,0.04,53.83,0.43
7.51,6255,4.11,0.15,0.01,1.31,0.87,19.38,0.05
7.51,6255,4.11,2.03,0.01,1.31,5.13,931,0.12
7.61,5940,4.42,5.15,0.08,1.05,1.88,4218,0.02
5.98,4595,2.54,2.36,0.19,2.37,9.76,1125.7,0.1
6.51,4815,2.61,3.4,-0.1,2.25,7.8,1455,0.53
7.2,5360,,0.42,0.18,1.14,0.45,94.44,0.04
7.2,5360,,0.69,0.18,1.14,1.33,201.99,0.05
7.2,5360,,2.09,0.18,1.14,1.18,1069.8,0.07
7.2,5360,,5,0.18,1.14,0.66,5000,0.26
7.25,5893,4.45,1.52,0.13,1.04,9.7,653.22,0.41
5.7,6403,4.62,1.02,0.09,1.16,1.25,349.7,0.17
5.7,6403,4.62,6.8,0.09,1.16,5.3,6005,0.21
7.7,5508,4.35,3.03,0.19,0.97,29,1928,0.53
7.63,4878,3.3,2.77,0.23,1.69,1.9,1299,0.32
7.34,6045,4.53,1.05,0.21,1.1,1.62,386.3,0.5
6.75,6380,4.37,0.04,0.15,1.28,1.21,2.2,0.07
9.2,5503,4.36,2,0.22,0.97,3.12,1057,0.15
5.4,5627,4.12,0.22,-0.31,1.04,1.05,39.85,0.04
5.4,5627,4.12,0.41,-0.31,1.04,0.08,102.54,0.05
8.12,6054,4.53,0.45,0.12,1.07,5.76,103.95,0.31
6.57,4829,2.67,0.76,-0.13,2.15,2.9,176.3,0.11
7.6,,3.23,4.6,-0.85,,2.28,2730,0.05
6.64,5765,4.38,0.06,0.19,1.04,0.02,5.77,0
6.64,5765,4.38,0.11,0.19,1.04,0.02,13.51,0
8.3,5441,4.38,0.24,0.1,0.92,2.12,44.24,0.47
8.3,5441,4.38,1.92,0.1,0.92,6.56,1008,0.13
5.37,5858,4.5,1.32,0.03,0.99,1.21,528.4,0.26
7.96,5972,3.86,0.52,-0.03,1.36,5.14,116.6,0.21
7.96,5972,3.86,1.36,-0.03,1.36,2.3,491.54,0.23
7.69,6251,4.51,2.45,0.25,1.19,0.85,1010,0.52
6.89,4962,3.39,0.93,0.03,1.36,0.96,331.5,0.16
8.15,6162,4.37,0.04,0.36,1.26,0.36,2.88,0
7.9,6018,4.31,0.05,0.45,1.26,1.33,4.07,0.01
8.52,4984,3.3,1.31,-0.04,1.47,3.1,431.8,0.1
7.22,5665,4.43,1.93,-0.36,0.86,0.17,1096.2,0
